GAME_ID,GAME_DATE,SEASON_ID
1522200035,2022-07-12,2022-23
1522200032,2022-07-12,2022-23
1522200037,2022-07-12,2022-23
1522200038,2022-07-12,2022-23
1522200033,2022-07-12,2022-23
1522200036,2022-07-12,2022-23
1522200040,2022-07-13,2022-23
1522200041,2022-07-13,2022-23
1522200045,2022-07-13,2022-23
1522200044,2022-07-13,2022-23
1522200039,2022-07-13,2022-23
1522200043,2022-07-13,2022-23
1522200042,2022-07-13,2022-23
1522200046,2022-07-14,2022-23
1522200047,2022-07-14,2022-23
1522200049,2022-07-14,2022-23
1522200048,2022-07-14,2022-23
1522200050,2022-07-14,2022-23
1522200053,2022-07-14,2022-23
1522200052,2022-07-14,2022-23
1522200051,2022-07-14,2022-23
1522200060,2022-07-15,2022-23
1522200055,2022-07-15,2022-23
1522200056,2022-07-15,2022-23
1522200054,2022-07-15,2022-23
1522200059,2022-07-15,2022-23
1522200058,2022-07-15,2022-23
1522200057,2022-07-15,2022-23
1522200061,2022-07-16,2022-23
1522200066,2022-07-16,2022-23
1522200065,2022-07-16,2022-23
1522200068,2022-07-16,2022-23
1522200067,2022-07-16,2022-23
1522200069,2022-07-16,2022-23
1522200063,2022-07-16,2022-23
1522200062,2022-07-16,2022-23
1522200064,2022-07-16,2022-23
1522200073,2022-07-17,2022-23
1522200075,2022-07-17,2022-23
1522200074,2022-07-17,2022-23
1522200071,2022-07-17,2022-23
1522200070,2022-07-17,2022-23
1522200072,2022-07-17,2022-23
1522300007,2023-07-07,2023-24
1522300005,2023-07-07,2023-24
1522300001,2023-07-07,2023-24
1522300003,2023-07-07,2023-24
1522300002,2023-07-07,2023-24
1522300008,2023-07-07,2023-24
1522300004,2023-07-07,2023-24
1522300006,2023-07-07,2023-24
1522300009,2023-07-08,2023-24
1522300013,2023-07-08,2023-24
1522300010,2023-07-08,2023-24
1522300016,2023-07-08,2023-24
1522300015,2023-07-08,2023-24
1522300011,2023-07-08,2023-24
1522300012,2023-07-08,2023-24
1522300014,2023-07-08,2023-24
1522300023,2023-07-09,2023-24
